zone_risk,rain,aqi,traffic,claims,consistency,waterlogging_history,forecast_rain_48h,forecast_aqi_48h,coverage_hours,premium
22,47,157,7,4,0.9552044316328812,66,31,52,24,28.0
21,55,245,1,0,0.8979754346366788,4,20,308,24,17.6
76,36,285,3,0,0.9852713550459773,47,17,180,24,26.86
14,8,253,9,1,0.5033161629623308,56,56,135,24,28.0
26,64,362,3,4,0.5736446833832386,46,48,181,24,28.0
31,87,232,2,3,0.6406609342354699,70,99,281,24,28.0
17,35,317,2,2,0.7696239136255194,48,36,229,24,26.23
94,91,109,1,1,0.5396662669452368,56,15,164,16,28.0
34,37,349,6,1,0.6756570609502137,29,80,399,24,28.0
93,34,110,5,4,0.5145036376724359,40,40,333,24,28.0
19,51,271,2,3,0.538920707821902,89,63,340,24,28.0
89,16,161,7,1,0.6247923238006378,20,97,95,24,28.0
66,4,101,1,2,0.6327990932827121,55,17,192,24,23.79
59,32,77,1,3,0.5406411682945305,93,0,232,24,27.88
67,77,198,8,0,0.515010842313736,78,71,297,24,28.0
57,9,270,9,2,0.7103573897870765,7,29,156,24,28.0
45,49,131,2,4,0.5397674631727869,39,56,316,24,28.0
81,37,66,9,1,0.5466646593943156,66,24,393,24,28.0
96,29,90,8,2,0.5839525358148168,43,9,378,24,28.0
11,20,252,6,1,0.7855848102366334,68,21,60,24,26.16
53,4,55,1,4,0.6485157290238301,22,38,311,24,26.99
30,72,351,9,3,0.9611024184503294,58,68,219,24,28.0
68,34,90,3,2,0.6615114309352783,85,18,384,24,28.0
28,24,216,8,0,0.6395182887012365,39,11,397,24,28.0
39,69,219,5,3,0.7757436530705494,86,59,127,24,28.0
72,48,242,1,3,0.8147109327363894,34,73,321,24,28.0
42,50,366,7,3,0.5426182133159697,70,57,111,24,28.0
34,70,330,2,1,0.5341666604691282,54,2,206,24,28.0
67,10,284,5,2,0.9546417011627739,69,21,55,24,28.0
87,21,321,4,1,0.943896239597479,86,50,127,24,28.0
56,52,183,9,2,0.6824507430130313,52,66,336,24,28.0
76,80,232,7,1,0.6595032687741152,28,34,153,24,28.0
44,49,335,9,2,0.6267959440068485,50,67,295,24,28.0
67,11,374,3,4,0.7417619726891059,67,23,341,24,28.0
11,34,174,4,0,0.7221284231388393,53,43,59,24,20.67
14,46,208,4,4,0.7841237059125127,94,1,384,24,28.0
86,91,105,5,3,0.5988376556975952,92,44,352,24,28.0
29,17,279,9,3,0.5355717513284124,57,80,126,24,28.0
69,12,149,8,2,0.8650393089926027,88,52,244,24,28.0
20,10,315,7,2,0.5928260668923013,6,28,192,24,28.0
16,67,104,3,3,0.9955217654307447,28,19,315,24,26.39
70,98,395,5,3,0.7475153277359345,41,72,79,24,28.0
54,86,72,5,1,0.6764483055699873,33,84,203,24,28.0
80,24,52,5,2,0.7159826121614729,53,51,62,24,28.0
75,55,153,1,1,0.5237971626673263,29,75,210,24,28.0
47,42,308,9,3,0.77818168078548,31,0,85,8,28.0
35,76,199,8,2,0.5789969896926042,44,35,151,24,28.0
43,33,337,6,0,0.6028006632741754,58,56,156,24,28.0
38,20,122,5,4,0.7087353407944289,31,21,347,24,28.0
20,57,289,9,0,0.5539508644761775,65,69,211,24,28.0
55,47,283,5,4,0.8831174210772925,16,2,247,24,28.0
85,74,282,3,3,0.9866844004349504,1,95,177,24,28.0
27,54,309,6,4,0.9853113070633372,33,47,176,24,28.0
79,75,94,4,1,0.7834941517112765,31,14,186,16,28.0
67,35,318,9,3,0.639246992959006,60,43,135,24,28.0
39,76,291,5,1,0.8785831726120478,48,58,293,24,28.0
16,34,216,6,3,0.5780388221281401,84,26,58,24,28.0
19,53,92,8,1,0.9835853710957502,62,48,303,24,28.0
40,62,185,8,3,0.8690125560685099,30,6,303,24,28.0
54,46,191,9,4,0.7566969891530579,45,44,208,24,28.0
61,3,167,9,4,0.983635354961627,95,0,373,24,28.0
93,58,281,5,1,0.6757912251787677,77,1,70,8,28.0
38,75,387,6,0,0.977038339230878,21,99,189,24,28.0
66,84,57,9,4,0.6579722991481134,79,75,290,24,28.0
26,20,100,7,4,0.9748037712579416,53,40,365,24,28.0
53,76,282,5,4,0.9619450463992179,71,19,105,24,28.0
57,73,298,8,0,0.9986358926072394,41,61,57,24,28.0
93,13,278,6,4,0.9900223361642835,28,62,318,24,28.0
95,89,352,8,4,0.872939030878014,23,20,53,24,28.0
34,7,213,2,1,0.9820938778564712,90,27,111,24,21.62
83,43,209,8,0,0.9148813359786341,89,66,155,24,28.0
84,77,120,5,0,0.5312306197367653,31,37,261,24,28.0
19,78,247,7,0,0.9095626032979618,76,74,139,24,28.0
34,51,357,9,4,0.7553760154408115,96,39,211,24,28.0
97,52,158,1,0,0.9958080360097091,47,76,131,24,26.95
68,61,304,3,2,0.5248485414858258,88,59,74,24,28.0
62,83,127,2,3,0.5916756347919145,91,55,307,24,28.0
26,67,353,2,2,0.8602721652289531,33,95,218,24,28.0
15,5,77,8,0,0.8782779351363783,82,17,271,24,25.4
89,96,172,6,3,0.7705969217431061,86,30,333,24,28.0
28,85,190,3,0,0.9333986675247864,41,28,399,24,26.15
25,59,154,2,2,0.6856322673617117,54,57,101,24,24.98
73,97,53,8,1,0.8790775507171891,9,13,148,16,28.0
55,65,366,2,2,0.8557280362240187,69,67,114,24,28.0
44,47,96,3,3,0.7453188997402518,33,94,379,24,28.0
44,52,333,7,0,0.991601567129458,1,76,160,24,28.0
35,16,348,1,2,0.8541409794325296,65,73,344,24,28.0
35,93,252,6,1,0.5263279710090574,9,97,159,24,28.0
34,20,167,7,4,0.7448503760698368,5,0,333,24,28.0
95,10,173,5,1,0.6958972817404654,84,90,363,24,28.0
59,40,147,2,1,0.7412483784205046,77,64,175,24,28.0
36,29,135,1,0,0.6422649966957537,61,0,182,16,18.3
57,4,120,4,1,0.809582507113946,89,60,308,24,28.0
48,77,226,4,1,0.6889782456739796,62,61,311,24,28.0
75,42,369,1,3,0.7671535039318008,14,33,233,24,28.0
82,89,79,8,3,0.9244452072298824,67,46,333,24,28.0
46,73,122,4,0,0.8859141132300936,24,74,346,24,28.0
64,68,268,7,0,0.9261369647102344,2,7,353,24,28.0
68,35,232,9,1,0.9031143823338105,29,88,367,24,28.0
79,54,149,8,0,0.666186928427297,99,81,269,24,28.0
22,81,328,3,1,0.8165463320679422,65,13,196,16,28.0
78,47,145,5,1,0.7652836656660801,74,98,216,24,28.0
95,58,286,4,1,0.9923229464527916,9,82,320,24,28.0
69,34,84,1,4,0.7660051700144817,17,25,365,24,28.0
27,62,90,2,2,0.9463980137852086,37,26,226,24,22.39
65,92,226,9,3,0.8316511130239836,98,86,361,24,28.0
85,61,166,3,3,0.931105814424942,27,36,325,24,28.0
44,53,376,2,2,0.5140010545884381,47,93,321,24,28.0
33,24,190,7,0,0.5260144340920148,62,39,312,24,28.0
89,31,109,3,2,0.7987488310656377,72,15,330,24,28.0
41,73,133,9,3,0.6934684505260087,31,94,225,24,28.0
63,74,171,9,0,0.8392569205995766,60,6,151,16,28.0
62,99,149,3,2,0.6332570727165532,96,63,188,24,28.0
15,1,345,3,1,0.7037715936066762,56,54,389,24,28.0
72,8,357,5,1,0.9511114058517802,96,15,81,16,28.0
93,83,308,5,3,0.67121863083647,87,46,70,24,28.0
51,95,194,8,1,0.9226373565447886,41,86,362,24,28.0
45,51,394,4,1,0.7306087166576328,77,19,101,24,28.0
23,38,122,2,3,0.6635035088949581,11,41,276,24,22.75
40,70,186,3,4,0.9543718274777203,79,63,112,24,28.0
94,72,332,4,1,0.807208101349524,27,34,215,24,28.0
50,66,233,9,2,0.8651264376735501,76,48,275,24,28.0
89,96,212,6,4,0.9016121626618409,32,50,271,24,28.0
11,37,361,6,3,0.7740110207129617,64,65,324,24,28.0
25,68,325,4,1,0.6282407872662512,34,56,171,24,28.0
43,58,129,3,2,0.7481822895850233,3,84,118,24,25.86
32,86,109,7,1,0.7726143590082373,11,9,98,16,26.01
44,37,231,8,3,0.7988179060096516,1,91,327,24,28.0
44,8,392,1,3,0.9364920728552945,57,35,210,24,28.0
83,63,190,2,4,0.7752355867123145,4,87,160,24,28.0
81,17,138,2,3,0.8112043004196356,19,87,389,24,28.0
13,21,266,5,1,0.6395949708528037,72,8,236,24,27.45
42,6,115,2,0,0.5784522192175048,92,31,306,24,23.58
61,34,345,7,3,0.7407838521308785,2,52,189,24,28.0
17,63,218,7,4,0.8193835326986234,14,60,357,24,28.0
96,27,196,6,1,0.7145851961060403,12,86,72,24,28.0
89,61,330,5,0,0.5761630862871687,90,99,189,24,28.0
88,19,388,3,1,0.5553662756557087,42,49,251,24,28.0
37,25,382,9,2,0.8476256164788949,78,17,217,24,28.0
96,66,240,5,3,0.6986463640388075,5,69,262,24,28.0
98,46,85,2,3,0.8580283799154582,22,22,136,24,28.0
44,92,366,1,3,0.8711475760427349,62,66,72,24,28.0
35,29,324,7,1,0.6684751756609675,27,72,110,24,28.0
57,94,145,6,2,0.6876072161741684,87,39,157,24,28.0
60,69,176,6,2,0.585699135509736,96,60,151,24,28.0
46,14,99,4,4,0.630335261637911,9,21,208,24,27.2
85,72,333,2,4,0.6095768461001991,18,77,96,24,28.0
33,55,60,7,2,0.7463399816115768,64,31,195,24,28.0
13,79,387,5,2,0.8170013338392723,24,9,294,24,28.0
74,96,324,7,4,0.6350524259762733,37,6,284,24,28.0
76,74,313,6,2,0.9766746259189274,81,42,399,24,28.0
57,79,94,9,3,0.815851617513067,49,57,244,24,28.0
37,74,214,2,0,0.5001350611783639,80,95,174,24,28.0
60,30,134,1,3,0.7697815594385484,42,90,333,24,28.0
48,64,116,4,3,0.6819925738225894,92,22,224,24,28.0
20,18,239,8,2,0.5100063190940707,8,24,336,24,28.0
22,64,207,9,4,0.5323286132146283,2,34,181,24,28.0
50,78,163,1,1,0.8379343982243934,86,93,316,24,28.0
42,37,287,5,2,0.5359270862267977,50,64,245,24,28.0
67,47,235,6,4,0.8478331727830346,59,58,338,24,28.0
60,77,343,4,1,0.7479646610307034,46,18,126,24,28.0
96,82,129,9,4,0.6338388284978025,84,17,314,24,28.0
97,16,399,4,3,0.909757032578713,39,8,213,24,28.0
17,61,301,6,0,0.6150511615851826,69,89,219,24,28.0
11,30,125,3,0,0.555990976614779,64,73,367,24,25.74
69,97,321,9,4,0.715168739040523,94,73,141,24,28.0
14,91,96,2,2,0.9941149382512331,84,30,134,24,23.5
49,68,315,2,0,0.9775418336400283,95,16,263,24,27.62
98,50,257,7,1,0.6480252685528634,32,4,153,16,28.0
51,2,240,6,4,0.8733278190352592,60,29,355,24,28.0
78,37,144,8,1,0.9373721524865097,79,9,78,16,28.0
93,33,147,9,3,0.5095148782971984,77,83,278,24,28.0
42,94,299,1,1,0.527779185011138,50,63,215,24,28.0
89,11,240,1,3,0.6950831404520941,65,94,67,24,28.0
51,73,311,2,4,0.9320369504783157,85,21,114,24,28.0
58,76,240,3,3,0.7080902572335612,61,58,163,24,28.0
91,85,306,4,0,0.7962934378092972,8,81,374,24,28.0
31,68,129,5,4,0.7040637133621801,2,25,313,24,28.0
94,51,246,6,2,0.6110203677048338,21,55,92,24,28.0
36,44,351,1,0,0.5050684327031401,94,27,399,24,28.0
90,50,241,3,3,0.8010309074999644,92,57,177,24,28.0
32,13,250,8,0,0.9846321516473497,85,70,173,24,28.0
26,13,75,8,4,0.5986502465697633,70,56,250,24,28.0
21,2,192,9,0,0.995160243848694,27,44,318,24,28.0
56,20,99,2,4,0.5431095072075228,36,82,303,24,28.0
52,66,152,3,2,0.5685226892822546,47,71,292,24,28.0
62,82,399,8,1,0.8222890598685874,85,94,95,24,28.0
19,35,59,4,4,0.8445228165721312,78,18,188,24,28.0
41,19,95,4,0,0.8491839863620748,18,4,131,8,16.85
90,54,53,4,2,0.9772943119486684,66,28,230,24,28.0
17,4,113,1,1,0.7481738691568409,87,25,272,24,18.87
23,88,81,7,0,0.5609241711797546,13,47,225,24,26.2
95,37,82,9,0,0.9086900964368172,49,41,144,24,28.0
22,30,273,7,4,0.8656806912499933,58,57,321,24,28.0
48,71,131,9,3,0.925081643974853,53,21,63,24,28.0
96,65,128,2,4,0.6551924296850156,96,93,306,24,28.0
23,54,66,9,2,0.9838200598379034,65,14,86,16,28.0
62,40,383,4,0,0.5441031313771765,89,7,327,24,28.0
49,21,153,5,0,0.9338005850314455,85,33,397,24,28.0
80,37,81,9,0,0.7039731487005911,28,58,208,24,28.0
35,62,134,2,4,0.7388540111791713,58,61,288,24,28.0
56,21,241,2,4,0.9414863695691496,36,66,229,24,28.0
52,33,238,7,4,0.6360916435485292,40,51,115,24,28.0
21,14,175,7,2,0.5365189190803863,22,63,353,24,28.0
97,54,279,3,3,0.6710067850334972,44,97,239,24,28.0
10,19,246,6,1,0.5358020353981465,96,37,398,24,28.0
70,73,330,3,2,0.5858624937883635,31,45,85,24,28.0
80,9,351,2,0,0.8631444605185098,47,12,207,24,26.46
79,99,243,7,1,0.7059561269775946,41,5,313,24,28.0
82,74,265,6,0,0.5490689676155237,39,57,396,24,28.0
83,53,58,3,1,0.6637035052039787,8,45,331,24,27.27
73,33,276,4,2,0.5894009063394381,17,49,348,24,28.0
50,75,67,8,3,0.6713445766911894,79,52,318,24,28.0
35,89,296,8,4,0.8418131065952603,49,20,313,24,28.0
79,63,377,6,0,0.8545283869542968,60,34,367,24,28.0
78,85,106,9,1,0.936915138678268,92,32,57,24,28.0
22,60,289,5,1,0.5326837146121708,26,53,338,24,28.0
37,84,229,4,0,0.5675772203640831,71,56,94,24,28.0
90,86,280,9,0,0.612588157729495,31,37,165,24,28.0
62,14,354,1,4,0.8420900940128947,18,84,105,24,28.0
46,57,58,4,4,0.8705009409041642,62,60,313,24,28.0
99,26,94,4,1,0.966202913621343,71,51,230,24,28.0
60,76,179,1,2,0.9954203145819935,8,1,124,8,21.49
97,42,270,8,3,0.6490455638300774,46,33,213,24,28.0
42,62,284,2,0,0.9887029364015927,31,48,122,24,22.94
23,63,81,9,4,0.6983273972205157,8,84,157,24,28.0
41,9,142,2,0,0.8193713056403453,10,57,333,24,18.73
97,33,155,8,3,0.6199743326970968,42,70,376,24,28.0
66,47,384,3,4,0.5502953151877448,70,1,251,24,28.0
56,66,279,9,3,0.6734886658878625,62,5,388,24,28.0
27,35,381,8,0,0.9090372484070295,13,38,339,24,28.0
67,83,264,3,1,0.6266367969623883,7,42,368,24,28.0
71,93,160,4,3,0.7486696917522542,83,45,392,24,28.0
13,61,187,8,4,0.6075085188208901,60,56,368,24,28.0
98,80,310,3,1,0.9600271252538479,99,18,200,24,28.0
78,32,288,3,2,0.7818204815615961,89,85,252,24,28.0
58,89,346,9,0,0.540052064200403,83,45,369,24,28.0
59,42,204,2,4,0.6981268780788829,6,98,172,24,28.0
32,65,176,8,1,0.5394456650976199,57,80,60,24,28.0
16,65,336,6,4,0.8039907189370747,92,67,95,24,28.0
46,75,204,9,4,0.7019861316521263,59,16,177,24,28.0
18,82,167,5,0,0.5329165326898931,12,46,283,24,24.77
12,73,213,9,2,0.8231600400848004,48,36,69,24,28.0
83,97,327,5,0,0.8463759810054872,34,99,62,24,28.0
17,30,310,3,3,0.5497151603032916,44,12,81,16,28.0
81,21,183,1,3,0.8073082873022108,14,67,217,24,28.0
43,85,207,3,4,0.739595189508845,61,37,79,24,28.0
41,82,165,9,1,0.5295365568225197,86,11,314,24,28.0
46,16,109,4,0,0.8457097372829612,2,8,316,24,19.83
70,92,275,7,1,0.8207809053947877,84,61,133,24,28.0
33,68,115,9,2,0.6692872800448466,95,57,376,24,28.0
47,19,96,7,3,0.9601827190538293,21,50,329,24,28.0
82,60,51,9,3,0.7868907957183664,57,12,270,24,28.0
36,29,159,7,1,0.8042069339060849,64,10,392,24,28.0
58,16,204,5,1,0.9440066756505152,27,1,340,24,28.0
24,58,210,7,2,0.7519032886341601,18,38,291,24,28.0
96,59,59,8,1,0.8390160093394998,89,39,247,24,28.0
20,51,189,9,1,0.6578803117220732,83,17,146,24,28.0
82,43,363,2,2,0.9767272234610627,60,74,355,24,28.0
63,41,236,8,4,0.689426745263994,43,42,297,24,28.0
27,35,208,4,4,0.7729855523453484,54,18,245,24,28.0
74,39,253,4,2,0.5912774491513197,29,94,285,24,28.0
58,92,218,6,4,0.6789641720685112,0,84,336,24,28.0
36,34,57,8,1,0.5758134973830115,14,20,247,24,27.19
63,28,394,7,2,0.85970015543489,18,91,305,24,28.0
43,57,248,3,4,0.8998426510678054,49,20,109,24,28.0
30,42,94,1,3,0.7063211824258591,47,20,279,24,24.22
27,96,292,3,1,0.9380572353178221,57,94,399,24,28.0
47,45,175,4,1,0.9037048396136302,80,87,399,24,28.0
46,5,264,3,1,0.7808632002273286,25,24,326,24,26.71
67,42,328,1,2,0.9773772130756468,88,85,288,24,28.0
81,63,253,7,3,0.7357344584064972,47,7,356,24,28.0
17,79,259,5,3,0.7730248404616704,97,97,158,24,28.0
45,29,139,3,2,0.5679214096825851,58,71,262,24,28.0
81,41,360,2,4,0.7789495506894397,47,86,259,24,28.0
54,2,299,4,2,0.7753899728115681,4,50,317,24,28.0
66,36,339,5,3,0.7877746131020087,53,5,339,24,28.0
77,14,62,9,4,0.7143948037907751,77,30,260,24,28.0
69,12,144,9,0,0.7154475428619053,7,76,372,24,28.0
76,26,323,3,4,0.9286622754848142,93,7,176,16,28.0
94,45,260,8,2,0.8650323307318224,56,11,290,24,28.0
32,11,166,7,1,0.8241923681841854,90,87,372,24,28.0
44,96,342,8,0,0.5956364575433025,17,17,273,24,28.0
85,41,51,5,1,0.8123074707113114,34,63,210,24,28.0
50,62,394,4,4,0.6826586248920142,94,55,290,24,28.0
88,3,181,3,3,0.8073275151601924,82,31,363,24,28.0
82,66,240,9,4,0.7034631702161773,4,28,184,24,28.0
24,1,315,5,1,0.9861781883540379,75,67,141,24,28.0
86,81,276,7,0,0.9610816763040629,37,15,374,24,28.0
95,16,238,6,3,0.7355172971322819,40,54,308,24,28.0
22,76,228,6,1,0.7831526750604656,80,9,93,16,28.0
97,92,185,4,4,0.9626822356920639,41,29,297,24,28.0
83,46,211,8,1,0.5201344519997171,14,91,356,24,28.0
65,87,219,4,4,0.7260220443054131,31,53,347,24,28.0
39,8,324,6,1,0.5461135430508672,12,5,148,8,27.16
38,65,123,8,0,0.7979200316331843,56,27,80,24,28.0
22,70,100,1,4,0.9004803437289599,52,56,331,24,28.0
25,11,295,2,2,0.7460864831950926,82,70,125,24,28.0
33,57,216,5,0,0.7963321762176911,89,87,238,24,28.0
57,61,258,4,3,0.830592520592865,51,45,194,24,28.0
94,29,226,3,0,0.7524030052683699,57,92,283,24,28.0
48,70,86,7,4,0.7097591254356839,19,8,247,24,28.0
29,63,390,8,1,0.6937620991844967,66,44,322,24,28.0
60,42,243,6,3,0.9191411524224002,89,46,164,24,28.0
49,68,209,4,3,0.8695253476569877,79,73,86,24,28.0
24,74,314,2,0,0.9200327169374268,63,40,320,24,26.7
45,35,114,1,0,0.6984538332986654,5,74,225,24,18.71
78,73,205,2,3,0.7328400844215498,64,34,256,24,28.0
38,30,317,5,1,0.8376398235724276,38,20,65,24,27.72
38,78,151,7,1,0.6812056888876428,80,13,346,24,28.0
83,88,218,9,4,0.7574791508843188,97,38,376,24,28.0
16,27,212,6,1,0.8087175778356408,49,40,96,24,26.27
11,41,53,1,2,0.9257270220002543,13,90,269,24,18.49
96,72,364,2,4,0.5745488402616845,26,34,71,24,28.0
20,70,235,5,1,0.6479809384195488,65,64,195,24,28.0
68,22,309,5,2,0.5439160732226715,82,39,217,24,28.0
60,8,200,1,3,0.7482631371803675,18,95,71,24,25.94
98,10,124,9,0,0.7830933346657178,90,34,177,24,28.0
68,13,223,7,3,0.5162070370299592,1,68,192,24,28.0
59,83,233,8,2,0.8066488493804236,25,85,332,24,28.0
28,36,341,8,2,0.8567401051486411,79,47,272,24,28.0
88,32,337,6,1,0.5221012951197315,29,16,307,24,28.0
89,54,160,3,0,0.9390050764075726,69,89,50,24,28.0
25,45,112,8,2,0.9876256948733431,45,79,99,24,28.0
58,25,325,5,4,0.8370319093514156,81,40,316,24,28.0
64,46,127,8,1,0.7115169589738615,22,60,56,24,28.0
24,78,58,5,4,0.7766542729754409,27,5,64,8,28.0
97,3,288,2,2,0.7066645370364985,36,1,173,16,28.0
37,68,250,7,3,0.5964851542509539,30,13,78,16,28.0
18,69,283,6,4,0.9349833456365406,35,10,287,24,28.0
50,71,254,9,3,0.8495310663604073,40,26,230,24,28.0
13,9,98,3,1,0.8602600016060453,22,99,324,24,23.5
81,89,175,3,3,0.6781618928853022,60,93,259,24,28.0
26,72,79,8,0,0.947688685268913,68,23,383,24,28.0
78,35,305,6,3,0.9661294369505751,41,39,76,24,28.0
14,60,176,4,2,0.5600502176736193,65,91,184,24,28.0
47,50,163,1,1,0.7697748924441157,48,71,69,24,24.35
51,15,291,1,0,0.7512191049639347,15,15,225,24,18.71
98,95,360,9,1,0.886234598534881,60,95,393,24,28.0
84,25,325,2,1,0.5617112068492935,84,89,191,24,28.0
99,12,139,9,2,0.9336303990976869,21,9,99,16,28.0
25,95,372,4,0,0.9223747812650906,9,66,360,24,28.0
41,44,236,6,4,0.8236527969233989,87,51,187,24,28.0
15,91,178,9,4,0.9963847190137023,62,87,112,24,28.0
83,89,69,2,1,0.7683450823909489,71,53,394,24,28.0
27,80,335,8,1,0.9233473239256501,50,82,169,24,28.0
33,81,187,9,1,0.7246541429919195,53,43,365,24,28.0
78,78,72,7,3,0.8595695542942907,2,30,312,24,28.0
10,55,242,6,3,0.7537378875170369,2,58,307,24,28.0
56,95,325,4,2,0.7354645222043625,54,62,262,24,28.0
52,83,182,7,3,0.9869436853167008,60,61,123,24,28.0
72,21,343,7,1,0.5751991546144373,98,47,285,24,28.0
26,90,357,8,4,0.9804643650170999,50,75,284,24,28.0
35,96,273,8,0,0.5866362687828063,3,35,220,24,28.0
92,25,341,9,3,0.8339571560395316,92,43,355,24,28.0
93,8,265,1,0,0.6839665482822511,65,80,291,24,28.0
67,90,371,1,4,0.650706866403084,49,58,127,24,28.0
88,26,236,8,1,0.5036868882566501,71,84,211,24,28.0
58,91,265,1,1,0.7897187769221239,69,37,50,24,27.57
47,25,246,4,0,0.5153987246539704,57,44,71,24,26.6
57,12,146,9,1,0.6720913950205656,26,55,105,24,28.0
58,25,165,2,1,0.9053525847182495,37,2,157,16,21.93
62,43,328,6,3,0.7577169568463326,2,2,328,24,28.0
82,32,369,5,1,0.962943455821136,43,10,329,24,28.0
28,69,361,1,4,0.6835126866804735,56,94,171,24,28.0
20,62,303,1,0,0.8516750173800343,69,61,209,24,24.58
49,10,318,1,3,0.5733694717420819,27,47,65,24,27.53
45,39,280,8,0,0.9815295367468908,1,68,119,24,28.0
59,95,225,8,0,0.8256493087201593,39,39,179,24,28.0
82,5,196,1,0,0.6195663225946048,60,29,166,24,23.7
71,12,52,6,3,0.6900865237275025,31,59,110,24,28.0
18,66,144,4,0,0.9965661781574677,58,30,270,24,22.92
84,60,89,3,1,0.7092312742373763,61,63,322,24,28.0
81,42,274,2,3,0.7323857740946442,14,93,285,24,28.0
55,75,51,5,4,0.9710190138197338,79,94,238,24,28.0
75,43,309,7,3,0.7305792335518844,65,44,109,24,28.0
17,49,85,6,0,0.8033834698339042,67,13,381,24,26.71
26,20,254,1,4,0.537652950850095,44,8,104,16,26.53
59,19,306,6,2,0.9287097400410361,34,64,287,24,28.0
62,96,238,5,4,0.7408965360999971,59,89,106,24,28.0
17,73,207,5,4,0.7377953935574977,35,26,81,24,28.0
23,40,167,2,3,0.9901308128426234,47,36,250,24,25.15
51,26,371,3,1,0.9024276369839374,34,12,176,16,27.29
65,68,220,6,0,0.6927703302272425,83,58,317,24,28.0
38,4,92,2,4,0.5398008968883972,17,48,224,24,24.5
11,4,342,9,2,0.7652781663892902,50,82,65,24,28.0
85,87,122,3,0,0.8808113966083493,87,41,113,24,28.0
59,38,378,8,2,0.7809471346818444,43,34,133,24,28.0
60,7,120,5,4,0.8006548219772812,75,20,54,24,28.0
32,56,376,1,0,0.933389738906852,11,41,74,24,18.76
57,81,175,9,4,0.6510619718230057,70,12,261,24,28.0
22,51,333,5,0,0.814489266947216,89,96,103,24,28.0
36,78,142,8,1,0.6496504112907704,56,43,224,24,28.0
81,92,86,9,4,0.9693598332567027,75,26,352,24,28.0
56,30,254,6,4,0.5085055582975717,61,24,61,24,28.0
18,89,342,9,4,0.9778167803455824,70,40,144,24,28.0
16,4,174,1,2,0.7067466600318661,35,90,50,24,21.35
10,77,346,1,4,0.8234710734941969,89,35,142,24,28.0
13,41,307,4,1,0.6829727010314082,98,0,363,24,28.0
76,22,281,6,0,0.8642414050102476,47,62,353,24,28.0
53,50,239,9,2,0.9841018269785757,56,41,317,24,28.0
91,81,109,4,1,0.5103906914247242,61,44,110,24,28.0
40,48,208,4,3,0.6462662904718672,15,56,324,24,28.0
22,19,381,1,1,0.8850339117980727,9,75,329,24,24.24
82,68,208,6,1,0.6356051081047747,10,72,263,24,28.0
49,54,257,2,1,0.9409357500142819,4,50,107,24,21.77
12,22,315,9,2,0.9861736578310771,87,53,69,24,28.0
12,68,300,6,2,0.9890939837169341,59,29,216,24,28.0
49,47,262,5,3,0.9774529655225814,17,49,320,24,28.0
46,1,168,4,1,0.6622995824618076,65,56,295,24,27.93
70,4,390,2,3,0.9862090137139212,55,3,194,16,28.0
61,62,323,9,4,0.907213078370009,3,30,300,24,28.0
41,23,364,2,4,0.6026470155348858,71,64,173,24,28.0
92,41,176,8,0,0.6532850911167513,41,27,110,24,28.0
68,31,124,9,1,0.9077371587231244,23,64,257,24,28.0
97,9,397,2,0,0.7427709990270537,85,64,107,24,28.0
85,45,394,8,0,0.8966696486942209,58,3,160,16,28.0
50,59,367,4,1,0.8207230739161278,61,6,168,16,28.0
73,57,181,8,2,0.6286941931931154,85,22,394,24,28.0
45,89,329,2,4,0.8369091797135833,68,14,267,24,28.0
13,3,221,2,4,0.774756333894608,25,49,234,24,25.81
71,87,211,2,1,0.9539685616233717,48,20,189,24,28.0
45,0,193,1,3,0.8857432305679129,12,44,58,24,19.81
37,63,209,7,0,0.6212740984691436,51,73,181,24,28.0
34,79,112,8,3,0.9904775416930335,22,83,370,24,28.0
60,24,257,9,4,0.6394492059516913,5,75,351,24,28.0
32,37,110,2,2,0.9323346608652946,89,75,242,24,27.32
71,53,294,7,3,0.7810556939400235,0,14,394,24,28.0
45,9,99,3,3,0.9699697582667732,97,15,128,16,26.19
51,25,207,2,2,0.9791642681088036,23,66,89,24,25.88
72,68,364,4,3,0.8603739433031468,99,30,274,24,28.0
16,89,395,4,1,0.6377836378767756,16,5,172,16,27.27
95,80,240,9,1,0.7430616998755006,71,6,248,24,28.0
38,66,382,2,1,0.6376090115984121,30,66,271,24,28.0
12,89,152,2,4,0.6644075905944209,6,26,56,24,23.95
17,99,91,5,1,0.5895803609804136,92,78,136,24,28.0
88,50,379,2,3,0.5886526229105538,90,16,244,24,28.0
81,42,150,1,3,0.9202265676456125,71,33,289,24,28.0
18,57,130,8,4,0.8714458590415521,94,60,250,24,28.0
88,62,219,3,0,0.8030371324067327,89,65,353,24,28.0
79,32,343,1,1,0.9914499961482475,94,23,333,24,28.0
60,45,249,3,4,0.5416408014498824,94,4,141,8,28.0
64,45,192,8,3,0.665186192302036,21,61,246,24,28.0
83,30,200,8,3,0.924199698751319,37,14,60,16,28.0
34,25,88,8,2,0.6226895869211966,32,19,357,24,28.0
43,44,381,4,3,0.5531202274124993,66,52,94,24,28.0
56,77,161,1,1,0.9465206716624521,30,79,365,24,28.0
10,45,339,6,2,0.8503885943812755,50,4,393,24,28.0
19,37,243,3,4,0.6459367702811945,49,77,397,24,28.0
43,3,110,9,4,0.6581751997217913,69,91,229,24,28.0
